job_title,company,location,salary,description,skills,standardized_title,salary_low,salary_avg,standardized_location,experience_years,skill_firebase,skill_rust,skill_ruby,skill_docker,skill_tableau,skill_kafka,skill_mongodb,skill_swift,skill_azure,skill_python,skill_kubernetes,skill_bash,skill_javascript,skill_spark,skill_flutter,skill_r,skill_numpy,skill_sql,skill_golang,skill_elasticsearch,skill_php,skill_react,skill_postgresql,skill_snowflake,skill_tensorflow,skill_vue.js,skill_pytorch,skill_c++,skill_gcp,skill_pandas,skill_scala,skill_aws,skill_angular,skill_node.js,skill_java,skill_power_bi,skill_terraform,skill_hadoop,skill_linux,skills_count,company_size
Software Engineer,EchoSoft,"Paris, FR",$176246 - $183214 per year,"We are urgently hiring a Software Engineer for our team at EchoSoft. Experience with Snowflake, Kafka, PyTorch, Docker, Azure is highly preferred.","['GCP', 'Firebase', 'AWS', 'Linux']",Software Engineer,176246.0,179730.0,"Paris, FR",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,Large
Full Stack Developer,CloudNest,"London, UK",$165543 - $259921 per year,"We are urgently hiring a Full Stack Developer for our team at CloudNest. Experience with C++, GCP, PostgreSQL is highly preferred.","['Java', 'JavaScript']",Full Stack Engineer,165543.0,212732.0,"London, UK",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Large
Cloud Engineer,BrightBytes,"Boston, MA",$162673 - $202059 per year,"We are urgently hiring a Cloud Engineer for our team at BrightBytes. Experience with Flutter, Ruby, Bash is highly preferred.","['JavaScript', 'Swift', 'Java', 'GoLang', 'Spark']",DevOps/Cloud Engineer,162673.0,182366.0,"Boston, MA",3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,Large
IT Project Manager,PixelPerfect,"Los Angeles, CA",$41759 - $202965 per year,"We are urgently hiring a IT Project Manager for our team at PixelPerfect. Experience with GCP, MongoDB, PostgreSQL, Kafka, R is highly preferred.","['R', 'PostgreSQL', 'GoLang']",Product/Project Manager,41759.0,122362.0,"Los Angeles, CA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Large
Blockchain Developer,NeoTech,"Vancouver, BC",$122797 - $280091 per year,"We are urgently hiring a Blockchain Developer for our team at NeoTech. Experience with TensorFlow, PostgreSQL, Java, Scala, Vue.js is highly preferred.","['Docker', 'TensorFlow', 'PyTorch', 'Swift']",Software Engineer,122797.0,201444.0,"Vancouver, BC",3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,Medium
Mobile App Developer,ZetaWare,"New York, NY",$97256 - $273124 per year,"We are urgently hiring a Mobile App Developer for our team at ZetaWare. Experience with Java, GCP, Bash, R, Angular, React is highly preferred.","['C++', 'Terraform']",Software Engineer,97256.0,185190.0,"New York, NY",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,Large
Network Engineer,PixelPerfect,"Dublin, IE",$82039 - $206907 per year,"We are urgently hiring a Network Engineer for our team at PixelPerfect. Experience with JavaScript, Python, Power BI, SQL is highly preferred.","['Bash', 'PHP', 'SQL', 'Elasticsearch']",Other Tech Role,82039.0,144473.0,"Dublin, IE",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Medium
Backend Developer,GigabyteGroove,"Chicago, IL",$106255 - $263557 per year,"We are urgently hiring a Backend Developer for our team at GigabyteGroove. Experience with Elasticsearch, R, Rust, C++ is highly preferred.","['SQL', 'PyTorch']",Backend Engineer,106255.0,184906.0,"Chicago, IL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Medium
IT Project Manager,MacroLogic,"Austin, TX",$61816 - $202513 per year,"We are urgently hiring a IT Project Manager for our team at MacroLogic. Experience with Rust, Angular, GCP, NumPy, Power BI, PostgreSQL is highly preferred.","['Ruby', 'Python', 'PyTorch']",Product/Project Manager,61816.0,132164.5,"Austin, TX",3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Medium
Backend Developer,TechCorp,"Los Angeles, CA",$157752 - $290749 per year,"We are urgently hiring a Backend Developer for our team at TechCorp. Experience with Snowflake, NumPy, Kubernetes is highly preferred.","['PyTorch', 'Scala', 'TensorFlow', 'Angular', 'C++', 'Kafka']",Backend Engineer,157752.0,224250.5,"Los Angeles, CA",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,6,Small
Blockchain Developer,HyperData Solutions,Remote (Global),$94877 - $262474 per year,"We are urgently hiring a Blockchain Developer for our team at HyperData Solutions. Experience with Spark, TensorFlow, C++, Firebase, GCP, Azure is highly preferred.","['JavaScript', 'Terraform']",Software Engineer,94877.0,178675.5,Remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Medium
Machine Learning Engineer,DataWorks,"London, UK",$70100 - $261060 per year,"We are urgently hiring a Machine Learning Engineer for our team at DataWorks. Experience with Power BI, Scala, Kubernetes, Angular, Ruby is highly preferred.","['AWS', 'Python', 'Swift']",ML Engineer,70100.0,165580.0,"London, UK",3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,Medium
Business Intelligence Analyst,TechCorp,"Toronto, ON",$75295 - $196908 per year,"We are urgently hiring a Business Intelligence Analyst for our team at TechCorp. Experience with Spark, SQL, Java, Tableau is highly preferred.","['Python', 'GoLang', 'Pandas']",Data Analyst,75295.0,136101.5,"Toronto, ON",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Small
Backend Developer,DataNova,"Denver, CO",$91771 - $239886 per year,"We are urgently hiring a Backend Developer for our team at DataNova. Experience with Swift, PostgreSQL, Node.js, Angular, Java is highly preferred.","['JavaScript', 'Node.js', 'Flutter', 'Bash', 'Rust', 'MongoDB']",Backend Engineer,91771.0,165828.5,"Denver, CO",3,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,Small
Business Intelligence Analyst,HyperData Solutions,"Sydney, AU",$141058 - $289595 per year,"We are urgently hiring a Business Intelligence Analyst for our team at HyperData Solutions. Experience with Hadoop, Python, PHP, Swift, MongoDB, Scala is highly preferred.","['Pandas', 'Scala', 'TensorFlow', 'JavaScript']",Data Analyst,141058.0,215326.5,"Sydney, AU",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,Small
Mobile App Developer,Cloudify,"Dallas, TX",$142488 - $214590 per year,"We are urgently hiring a Mobile App Developer for our team at Cloudify. Experience with Python, JavaScript, Power BI, NumPy, Snowflake, Azure is highly preferred.","['JavaScript', 'React', 'Azure', 'MongoDB', 'Kafka', 'Flutter']",Software Engineer,142488.0,178539.0,"Dallas, TX",3,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Large
Data Analyst,NextGen,"Tokyo, JP",$148232 - $288807 per year,"We are urgently hiring a Data Analyst for our team at NextGen. Experience with Tableau, Python, MongoDB, Kubernetes is highly preferred.","['React', 'Node.js', 'GCP', 'Python']",Data Analyst,148232.0,218519.5,"Tokyo, JP",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,Small
AI Specialist,TechCorp,Singapore,$146940 - $260645 per year,"We are urgently hiring a AI Specialist for our team at TechCorp. Experience with React, GoLang, Node.js, Azure, C++, Snowflake is highly preferred.","['C++', 'PHP', 'Kubernetes', 'Snowflake']",Other,146940.0,203792.5,Singapore,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,Small
Data Scientist,DeepCompute,"London, UK",$90621 - $239772 per year,"We are urgently hiring a Data Scientist for our team at DeepCompute. Experience with Hadoop, PHP, GCP, Pandas, AWS, Firebase is highly preferred.","['Bash', 'Ruby', 'Azure', 'GoLang', 'Firebase']",Data Scientist,90621.0,165196.5,"London, UK",3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Medium
Cybersecurity Analyst,DataWorks,Remote (Global),$67920 - $191395 per year,"We are urgently hiring a Cybersecurity Analyst for our team at DataWorks. Experience with Azure, C++, Spark is highly preferred.","['Elasticsearch', 'Angular', 'Ruby', 'R']",Data Analyst,67920.0,129657.5,Remote,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,Small
Systems Architect,FutureFrame,"Berlin, DE",$86443 - $232673 per year,"We are urgently hiring a Systems Architect for our team at FutureFrame. Experience with Rust, Docker, Vue.js is highly preferred.","['Power BI', 'MongoDB', 'JavaScript', 'PHP']",Other Tech Role,86443.0,159558.0,"Berlin, DE",8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,Large
Software Engineer,QuantumSoft,"Portland, OR",$179892 - $296771 per year,"We are urgently hiring a Software Engineer for our team at QuantumSoft. Experience with MongoDB, PyTorch, Node.js is highly preferred.","['Angular', 'TensorFlow', 'Hadoop', 'Kubernetes', 'Ruby', 'Rust']",Software Engineer,179892.0,238331.5,"Portland, OR",3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,Small
Cybersecurity Analyst,DeepCompute,"Paris, FR",$117336 - $266605 per year,"We are urgently hiring a Cybersecurity Analyst for our team at DeepCompute. Experience with Firebase, Ruby, SQL, Spark, GCP is highly preferred.","['Flutter', 'Vue.js', 'Spark', 'MongoDB', 'Kafka', 'Docker']",Data Analyst,117336.0,191970.5,"Paris, FR",3,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Large
Frontend Developer,CircuitFlow,"Austin, TX",$157758 - $257648 per year,"We are urgently hiring a Frontend Developer for our team at CircuitFlow. Experience with JavaScript, Hadoop, Azure, R is highly preferred.","['Java', 'Vue.js', 'Scala', 'Spark', 'React']",Frontend Engineer,157758.0,207703.0,"Austin, TX",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5,Small
Machine Learning Engineer,BrightBytes,"New York, NY",$133492 - $249547 per year,"We are urgently hiring a Machine Learning Engineer for our team at BrightBytes. Experience with SQL, React, GCP, C++, Ruby, Node.js is highly preferred.","['GoLang', 'Linux', 'Tableau']",ML Engineer,133492.0,191519.5,"New York, NY",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Small
Blockchain Developer,BrightBytes,"San Francisco, CA",$42034 - $299985 per year,"We are urgently hiring a Blockchain Developer for our team at BrightBytes. Experience with Pandas, R, Angular, TensorFlow is highly preferred.","['Elasticsearch', 'PostgreSQL', 'Tableau']",Software Engineer,42034.0,171009.5,"San Francisco Bay Area, CA",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Small
Embedded Systems Engineer,EchoSoft,"Dublin, IE",$99580 - $180921 per year,"We are urgently hiring a Embedded Systems Engineer for our team at EchoSoft. Experience with Pandas, Linux, React, Node.js, PHP, PyTorch is highly preferred.","['Firebase', 'Kubernetes', 'R', 'React', 'Azure', 'Bash']",Other Tech Role,99580.0,140250.5,"Dublin, IE",3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Small
Data Scientist,SkyNet Inc.,"Austin, TX",$176543 - $268704 per year,"We are urgently hiring a Data Scientist for our team at SkyNet Inc.. Experience with Power BI, Tableau, GCP, Java, Elasticsearch, Terraform is highly preferred.","['Snowflake', 'Elasticsearch', 'Bash', 'MongoDB', 'React', 'Scala', 'PHP']",Data Scientist,176543.0,222623.5,"Austin, TX",3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,Large
Embedded Systems Engineer,ZetaWare,"Phoenix, AZ",$103625 - $186704 per year,"We are urgently hiring a Embedded Systems Engineer for our team at ZetaWare. Experience with Python, PyTorch, PHP is highly preferred.","['MongoDB', 'NumPy', 'Hadoop', 'Pandas', 'Spark']",Other Tech Role,103625.0,145164.5,"Phoenix, AZ",3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,Large
Systems Architect,CircuitFlow,Singapore,$106230 - $293973 per year,"We are urgently hiring a Systems Architect for our team at CircuitFlow. Experience with Pandas, Node.js, SQL, Vue.js, Bash is highly preferred.","['C++', 'Angular', 'Kubernetes', 'Linux', 'Azure', 'NumPy']",Other Tech Role,106230.0,200101.5,Singapore,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6,Medium
DevOps Engineer,PixelPerfect,Remote (Global),$158469 - $288834 per year,"We are urgently hiring a DevOps Engineer for our team at PixelPerfect. Experience with PostgreSQL, React, Bash, JavaScript, Scala is highly preferred.","['Azure', 'MongoDB', 'Elasticsearch']",DevOps/Cloud Engineer,158469.0,223651.5,Remote,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Large
Product Manager,EchoSoft,"London, UK",$126347 - $262139 per year,"We are urgently hiring a Product Manager for our team at EchoSoft. Experience with R, Firebase, PostgreSQL is highly preferred.","['Terraform', 'Elasticsearch', 'Spark', 'Vue.js', 'Rust']",Product/Project Manager,126347.0,194243.0,"London, UK",3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,Small
Technical Support Specialist,DeepCompute,"Dallas, TX",$58885 - $229599 per year,"We are urgently hiring a Technical Support Specialist for our team at DeepCompute. Experience with Tableau, Hadoop, Swift, MongoDB, SQL, Kafka is highly preferred.","['Swift', 'AWS', 'Vue.js', 'React', 'R', 'Power BI', 'Linux']",Other Tech Role,58885.0,144242.0,"Dallas, TX",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,7,Medium
Frontend Developer,CircuitFlow,Singapore,$90673 - $221458 per year,"We are urgently hiring a Frontend Developer for our team at CircuitFlow. Experience with Python, Kafka, Elasticsearch is highly preferred.","['Swift', 'Linux', 'C++', 'Java', 'GoLang', 'Power BI']",Frontend Engineer,90673.0,156065.5,Singapore,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,6,Medium
IT Project Manager,DeepCompute,"Miami, FL",$43579 - $210971 per year,"We are urgently hiring a IT Project Manager for our team at DeepCompute. Experience with Flutter, MongoDB, Firebase, Azure is highly preferred.","['Snowflake', 'Azure', 'SQL']",Product/Project Manager,43579.0,127275.0,"Miami, FL",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Medium
Full Stack Developer,SkyNet Inc.,"Los Angeles, CA",$76239 - $287657 per year,"We are urgently hiring a Full Stack Developer for our team at SkyNet Inc.. Experience with Spark, GoLang, C++, R, PHP, Firebase is highly preferred.","['Azure', 'Node.js', 'NumPy', 'Vue.js', 'Java', 'Scala', 'AWS']",Full Stack Engineer,76239.0,181948.0,"Los Angeles, CA",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,7,Small
Product Manager,NextGen,"Seattle, WA",$104400 - $215106 per year,"We are urgently hiring a Product Manager for our team at NextGen. Experience with Kafka, TensorFlow, NumPy, Angular, Azure, SQL is highly preferred.","['PHP', 'GCP', 'Spark', 'Terraform', 'MongoDB', 'Vue.js']",Product/Project Manager,104400.0,159753.0,"Seattle, WA",3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,6,Large
Data Scientist,NextGen,"San Francisco, CA",$50735 - $233880 per year,"We are urgently hiring a Data Scientist for our team at NextGen. Experience with PyTorch, Scala, TensorFlow is highly preferred.","['Flutter', 'Hadoop', 'Scala']",Data Scientist,50735.0,142307.5,"San Francisco Bay Area, CA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,Small
Cybersecurity Analyst,GigabyteGroove,"Denver, CO",$163235 - $284752 per year,"We are urgently hiring a Cybersecurity Analyst for our team at GigabyteGroove. Experience with Node.js, C++, React, Snowflake, PHP, Docker is highly preferred.","['Java', 'PyTorch', 'Python', 'Flutter', 'Spark', 'JavaScript', 'Vue.js']",Data Analyst,163235.0,223993.5,"Denver, CO",3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,7,Medium
Mobile App Developer,Cloudify,"Seattle, WA",$84265 - $293941 per year,"We are urgently hiring a Mobile App Developer for our team at Cloudify. Experience with Power BI, PHP, JavaScript, Terraform is highly preferred.","['NumPy', 'Flutter', 'Snowflake', 'GCP', 'PHP']",Software Engineer,84265.0,189103.0,"Seattle, WA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,Small
Software Engineer,QuantumSoft,"Portland, OR",$136919 - $222446 per year,"We are urgently hiring a Software Engineer for our team at QuantumSoft. Experience with MongoDB, Azure, AWS, Kubernetes, Flutter is highly preferred.","['Azure', 'Angular', 'Python']",Software Engineer,136919.0,179682.5,"Portland, OR",3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,Small
Technical Support Specialist,CloudNest,"Vancouver, BC",$121687 - $284016 per year,"We are urgently hiring a Technical Support Specialist for our team at CloudNest. Experience with Rust, Kubernetes, Kafka, Flutter is highly preferred.","['PostgreSQL', 'Firebase', 'AWS']",Other Tech Role,121687.0,202851.5,"Vancouver, BC",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,Large
Cloud Engineer,CircuitFlow,"Dallas, TX",$49270 - $183831 per year,"We are urgently hiring a Cloud Engineer for our team at CircuitFlow. Experience with PHP, Bash, PostgreSQL, Linux is highly preferred.","['Java', 'Angular', 'PostgreSQL', 'JavaScript', 'Ruby', 'Power BI', 'Firebase']",DevOps/Cloud Engineer,49270.0,116550.5,"Dallas, TX",3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,7,Large
Data Scientist,GigabyteGroove,"Toronto, ON",$138179 - $224192 per year,"We are urgently hiring a Data Scientist for our team at GigabyteGroove. Experience with Bash, React, R is highly preferred.","['SQL', 'Angular', 'R', 'JavaScript', 'TensorFlow', 'Azure']",Data Scientist,138179.0,181185.5,"Toronto, ON",3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,Medium
Frontend Developer,ByteLogic,"San Francisco, CA",$54632 - $207158 per year,"We are urgently hiring a Frontend Developer for our team at ByteLogic. Experience with Scala, Hadoop, SQL, R is highly preferred.","['Firebase', 'PyTorch', 'C++', 'Node.js', 'Linux']",Frontend Engineer,54632.0,130895.0,"San Francisco Bay Area, CA",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,5,Small
Full Stack Developer,InnovateX,"Berlin, DE",$90760 - $269897 per year,"We are urgently hiring a Full Stack Developer for our team at InnovateX. Experience with Rust, MongoDB, TensorFlow, Firebase is highly preferred.","['PostgreSQL', 'Linux', 'Java']",Full Stack Engineer,90760.0,180328.5,"Berlin, DE",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,Small
Frontend Developer,TechCorp,"Atlanta, GA",$98807 - $183262 per year,"We are urgently hiring a Frontend Developer for our team at TechCorp. Experience with Docker, C++, Ruby, Flutter, SQL, AWS is highly preferred.","['Kubernetes', 'Java', 'Elasticsearch', 'Rust', 'R', 'Vue.js']",Frontend Engineer,98807.0,141034.5,"Atlanta, GA",3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,Large
Cloud Engineer,ByteLogic,"Toronto, ON",$54192 - $221360 per year,"We are urgently hiring a Cloud Engineer for our team at ByteLogic. Experience with Snowflake, Spark, Kafka, Power BI, Vue.js is highly preferred.","['Snowflake', 'Java', 'AWS']",DevOps/Cloud Engineer,54192.0,137776.0,"Toronto, ON",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,Small
Mobile App Developer,CodeHaven,"Seattle, WA",$81623 - $270828 per year,"We are urgently hiring a Mobile App Developer for our team at CodeHaven. Experience with Docker, C++, Flutter is highly preferred.","['Snowflake', 'AWS', 'NumPy', 'Scala', 'Flutter', 'Power BI']",Software Engineer,81623.0,176225.5,"Seattle, WA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,6,Small
Cybersecurity Analyst,MacroLogic,"Tokyo, JP",$124946 - $198003 per year,"We are urgently hiring a Cybersecurity Analyst for our team at MacroLogic. Experience with Kafka, Flutter, Python, PostgreSQL, JavaScript is highly preferred.","['Angular', 'Scala', 'Vue.js', 'Java', 'MongoDB', 'Azure', 'Ruby']",Data Analyst,124946.0,161474.5,"Tokyo, JP",3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,7,Small
Cybersecurity Analyst,ZetaWare,"Austin, TX",$158763 - $252104 per year,"We are urgently hiring a Cybersecurity Analyst for our team at ZetaWare. Experience with Scala, PyTorch, Kafka, Snowflake, Power BI, Firebase is highly preferred.","['Vue.js', 'Python']",Data Analyst,158763.0,205433.5,"Austin, TX",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Large
Blockchain Developer,QuantumSoft,"Dallas, TX",$123382 - $242724 per year,"We are urgently hiring a Blockchain Developer for our team at QuantumSoft. Experience with R, AWS, Angular, Docker, Java, Elasticsearch is highly preferred.","['Firebase', 'R', 'Java', 'Power BI', 'Hadoop', 'PostgreSQL']",Software Engineer,123382.0,183053.0,"Dallas, TX",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,6,Medium
Mobile App Developer,MacroLogic,"San Francisco, CA",$75738 - $247193 per year,"We are urgently hiring a Mobile App Developer for our team at MacroLogic. Experience with Bash, TensorFlow, Linux, Scala is highly preferred.","['Vue.js', 'JavaScript']",Software Engineer,75738.0,161465.5,"San Francisco Bay Area, CA",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Medium
Software Engineer,DeepCompute,"Austin, TX",$169156 - $189769 per year,"We are urgently hiring a Software Engineer for our team at DeepCompute. Experience with SQL, Azure, Linux, Bash, Power BI, Elasticsearch is highly preferred.","['GoLang', 'TensorFlow']",Software Engineer,169156.0,179462.5,"Austin, TX",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Small
Mobile App Developer,BrightBytes,"Miami, FL",$163718 - $294025 per year,"We are urgently hiring a Mobile App Developer for our team at BrightBytes. Experience with TensorFlow, Java, R, MongoDB, Tableau is highly preferred.","['Node.js', 'Ruby', 'Scala']",Software Engineer,163718.0,228871.5,"Miami, FL",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,Medium
Backend Developer,FutureFrame,"Barcelona, ES",$134624 - $211224 per year,"We are urgently hiring a Backend Developer for our team at FutureFrame. Experience with Pandas, Docker, Bash, JavaScript, PostgreSQL is highly preferred.","['Docker', 'Snowflake', 'Scala', 'MongoDB', 'JavaScript', 'Tableau']",Backend Engineer,134624.0,172924.0,"Barcelona, ES",3,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,Large
Systems Architect,TechCorp,"Paris, FR",$71064 - $241771 per year,"We are urgently hiring a Systems Architect for our team at TechCorp. Experience with Elasticsearch, Bash, Kafka is highly preferred.","['Terraform', 'C++']",Other Tech Role,71064.0,156417.5,"Paris, FR",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,Large
